"id","id_session","id_YM","id_GA","created","location","branch","direction","amount","price"
"1377","1dbf7d979addd2d5e2bd087ff5a16977","1612773051457245315","GA1.2.1271100167.1612773052","2021-02-08 11:41:23","St Petersburg","Здравоохранение и медицина","Обслуживание медицинского оборудования","10","20000"
"1378","6adb50941c97e5844a108d5008fab7a5","1612357637831683862","GA1.2.2030046909.1612357637","2021-02-08 12:18:05","Moscow","Выездное обслуживание оборудования","Технологическое оборудование","5","5000"
"1379","6adb50941c97e5844a108d5008fab7a5","1612357637831683862","GA1.2.2030046909.1612357637","2021-02-08 12:18:09","Moscow","Выездное обслуживание оборудования","Технологическое оборудование","6","5900"
"1380","be42a42f9aa9d8afe496efe129894fe8","1612780023203312364","GA1.2.340362099.1612780024","2021-02-08 13:35:26","Tashkent","Выездное обслуживание оборудования","Обслуживание АЗС и нефтегазовой отрасли","1","5000"
"1381","ced5fc4d7e8f512d13c61d26e6926f5e","1611506869820188371","GA1.2.1685053712.1611506871","2021-02-08 13:42:23","Lyubertsy","Выездное обслуживание оборудования","Технологическое оборудование","5","5000"
"1382","ced5fc4d7e8f512d13c61d26e6926f5e","1611506869820188371","GA1.2.1685053712.1611506871","2021-02-08 13:42:27","Lyubertsy","Выездное обслуживание оборудования","Технологическое оборудование","3","5000"
"1383","ced5fc4d7e8f512d13c61d26e6926f5e","1611506869820188371","GA1.2.1685053712.1611506871","2021-02-08 13:42:42","Lyubertsy","Выездное обслуживание оборудования","Технологическое оборудование","6","5900"
"1384","ced5fc4d7e8f512d13c61d26e6926f5e","1611506869820188371","GA1.2.1685053712.1611506871","2021-02-08 13:42:46","Lyubertsy","Выездное обслуживание оборудования","Технологическое оборудование","7","6800"
"1385","ced5fc4d7e8f512d13c61d26e6926f5e","1611506869820188371","GA1.2.1685053712.1611506871","2021-02-08 13:42:49","Lyubertsy","Выездное обслуживание оборудования","Технологическое оборудование","10","9500"
"1386","88e0027205352e6a3c92559b1efb9a7e","16127840661058859514","GA1.2.1358752190.1612784068","2021-02-08 14:35:24","Moscow","Здравоохранение и медицина","Другое","10","По запросу"
"1387","12ebf4154a3c20afe578acb707862b0b",,,"2021-02-08 14:39:26","Minsk","Здравоохранение и медицина","Обслуживание медицинских учреждений","200","378500"
"1388","28810ec309e3ccb8e25ea9dea1c599b7",,,"2021-02-08 15:23:18","Moscow","Выездное обслуживание оборудования","Торговое оборудование","10","9500"
"1389","bb5d2a663324e83b2d472f5bf59bf80e","1612790973520084963","GA1.2.540367956.1612790976","2021-02-08 16:30:49","Vladivostok","Телекоммуникации и ИТ","Выездной ИТ-сервис","1","5000"
"1390","6adb50941c97e5844a108d5008fab7a5","1612357637831683862","GA1.2.2030046909.1612357637","2021-02-08 16:57:28","Moscow","Выездное обслуживание оборудования","Технологическое оборудование","5","5000"
"1391","4e374c7321daf9bd4dd4c5e7726434bd","1612792656973958905","GA1.2.937973376.1612792947","2021-02-08 17:08:25","Moscow","Мобильные сотрудники","Выездной сервис IT","80","64600"
"1392","d4aca2960f08c0eaafebc48db3ca252c","1612793536472381875","GA1.2.224331527.1612793500","2021-02-08 17:15:22","St Petersburg","Промышленность, производство, ТЭК","Сервис оборудования предприятий","6","12000"
"1393","e6c1b5db319b3eb7b2ea894385b52d41",,"GA1.2.730636763.1612793532","2021-02-08 17:15:38","Forbes","Управление самозанятыми, ИП и подрядчиками","Управление подрядчиками","1","По запросу"
"1394","0cdb32cf07095dec5f3a5484af81428e","16127989931027340108","GA1.2.782902794.1612798993","2021-02-08 18:46:53","Moscow","Безопасность и видеонаблюдение","Установка и сервис оборудования","5","5000"
"1395","0cdb32cf07095dec5f3a5484af81428e","16127989931027340108","GA1.2.782902794.1612798993","2021-02-08 18:47:05","Moscow","Безопасность и видеонаблюдение","Установка и сервис оборудования","4","5000"
"1396","0cdb32cf07095dec5f3a5484af81428e","16127989931027340108","GA1.2.782902794.1612798993","2021-02-08 18:47:14","Moscow","Безопасность и видеонаблюдение","Установка и сервис оборудования","10","9500"
"1397","0cdb32cf07095dec5f3a5484af81428e","16127989931027340108","GA1.2.782902794.1612798993","2021-02-08 18:47:29","Moscow","Безопасность и видеонаблюдение","Установка и сервис оборудования","5","5000"
"1398","8dd99d11070132911922ee3ce571bf8e","1612804228944353810","GA1.2.164871766.1612804229","2021-02-08 20:13:18","St Petersburg","Мобильные сотрудники","Выездной сервис IT","4","5000"
"1399","c0d2c337df346e3820a94836078ad214","161280483212448493","GA1.2.109947463.1612804832","2021-02-08 20:23:35","Ryazan","Выездное обслуживание оборудования","Технологическое оборудование","6","5900"
"1400","27dc2a7c8ed65d695fc0d26a5249920e","1612806457251539636","GA1.2.1842641759.1612806457","2021-02-08 20:48:12","Moscow","Безопасность и видеонаблюдение","Установка и сервис оборудования","3","5000"
"1401","a34bdfb7567236409a5b06d8c3915599","1612807444927116112","GA1.2.1695809594.1612807444","2021-02-08 21:04:52","Moscow","Телекоммуникации и ИТ","Контроль выездных монтажников","3","5000"
"1402","5d63b538e170e89a6eaed9f5ab0d8562","1612814563194677393","GA1.2.1213887444.1612814563","2021-02-08 23:03:21","Lyubertsy","Телекоммуникации и ИТ","Другое","2","По запросу"
"1403","b897ed99893d30108e87800d9c6f75d9","16128185721036261402","GA1.2.820664902.1612818572","2021-02-09 00:10:22","Moscow","Выездное обслуживание оборудования","Другое","10","По запросу"
"1404","b897ed99893d30108e87800d9c6f75d9","16128185721036261402","GA1.2.820664902.1612818572","2021-02-09 00:10:28","Moscow","Выездное обслуживание оборудования","Другое","3","По запросу"
"1405","b897ed99893d30108e87800d9c6f75d9","16128185721036261402","GA1.2.820664902.1612818572","2021-02-09 00:10:34","Moscow","Выездное обслуживание оборудования","Другое","15","По запросу"
"1406","3f55710242580ebc3392996ab86c40b1",,"GA1.2.288014858.1612847710","2021-02-09 08:18:59","Moscow","Телекоммуникации и ИТ","Установка и обслуживание банкоматов и платежных терминалов","50","По запросу"
"1407","3f55710242580ebc3392996ab86c40b1",,"GA1.2.288014858.1612847710","2021-02-09 08:19:11","Moscow","Телекоммуникации и ИТ","Установка и обслуживание банкоматов и платежных терминалов","10","По запросу"
"1408","3f55710242580ebc3392996ab86c40b1",,"GA1.2.288014858.1612847710","2021-02-09 08:19:22","Moscow","Телекоммуникации и ИТ","Установка и обслуживание банкоматов и платежных терминалов","1","По запросу"
"1409","3f55710242580ebc3392996ab86c40b1",,"GA1.2.288014858.1612847710","2021-02-09 08:19:25","Moscow","Телекоммуникации и ИТ","Установка и обслуживание банкоматов и платежных терминалов","5","По запросу"
"1410","3f55710242580ebc3392996ab86c40b1",,"GA1.2.288014858.1612847710","2021-02-09 08:19:29","Moscow","Телекоммуникации и ИТ","Установка и обслуживание банкоматов и платежных терминалов","100","По запросу"
"1411","3f55710242580ebc3392996ab86c40b1",,"GA1.2.288014858.1612847710","2021-02-09 08:19:37","Moscow","Телекоммуникации и ИТ","Цифровая идентификация оборудования","100","По запросу"
"1412","3f55710242580ebc3392996ab86c40b1",,"GA1.2.288014858.1612847710","2021-02-09 08:19:45","Moscow","Телекоммуникации и ИТ","Цифровая идентификация оборудования","15","По запросу"
"1413","c0ff2829142d08f86e048e48672f7668","1612851199528389800","GA1.2.1582911988.1612851199","2021-02-09 09:14:04","Penza","Управление недвижимостью, ЖКХ","ЖКХ сервис","3","20000"
"1414","c0ff2829142d08f86e048e48672f7668","1612851199528389800","GA1.2.1582911988.1612851199","2021-02-09 09:14:27","Penza","Промышленность, производство, ТЭК","Теплоснабжение","3","10000"
"1415","c0ff2829142d08f86e048e48672f7668","1612851199528389800","GA1.2.1582911988.1612851199","2021-02-09 09:14:34","Penza","Промышленность, производство, ТЭК","Теплоснабжение","5","10000"
"1416","c0ff2829142d08f86e048e48672f7668","1612851199528389800","GA1.2.1582911988.1612851199","2021-02-09 09:14:37","Penza","Промышленность, производство, ТЭК","Теплоснабжение","6","12000"
"1417","c0ff2829142d08f86e048e48672f7668","1612851199528389800","GA1.2.1582911988.1612851199","2021-02-09 09:14:44","Penza","Промышленность, производство, ТЭК","Теплоснабжение","5","10000"
"1418","972bc82be23bbe90f6fcea3fa6ffd7fc","1612851696354283285","GA1.2.1124825384.1612851696","2021-02-09 09:25:27","Tyumen","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","6","5900"
"1419","4a4cb69cd71e689432052efa6bfb4958","1612270792852808798","GA1.2.1664672275.1612270794","2021-02-09 09:49:24","Novosibirsk","Управление недвижимостью, ЖКХ","Контроль работы строительных бригад","10","По запросу"
"1420","6e189c10bd1d531ad4bea5367a98cae3",,"GA1.2.1239475365.1612858725","2021-02-09 11:19:23","Bucharest","Телекоммуникации и ИТ","Выездной ИТ-сервис","1","5000"
"1421","cca15d0aaf8f0424a6ea5033056afa47","1581262383574388048","GA1.2.420015625.1612341921","2021-02-09 11:22:33","St Petersburg","Телекоммуникации и ИТ","Выездной ИТ-сервис","3","5000"
"1422","4d4c7bc9e71946cce11260ab4d45d274","1612862235471001355","GA1.2.950042589.1612862235","2021-02-09 12:18:59","Yuzhno-Sakhalinsk","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","10","9500"
"1423","45d5488e6a3908cb6c22b2610d4be0a9","1612614515438798311","GA1.2.5276442.1612614515","2021-02-09 12:52:13","St Petersburg","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","1","По запросу"
"1424","45d5488e6a3908cb6c22b2610d4be0a9","1612614515438798311","GA1.2.5276442.1612614515","2021-02-09 12:52:17","St Petersburg","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","5","По запросу"
"1425","6a1f43ecd887a5cb83e408df1be3770c",,,"2021-02-09 13:04:24","Yuzhno-Sakhalinsk","Безопасность и видеонаблюдение","Обслуживание систем безопасности и видеонаблюдения","10","9500"
"1426","ffd9f7f335a3ca2a0c69f662945e16c5","161286817345494261","GA1.2.714898792.1612868172","2021-02-09 13:57:15","Barnaul","Телекоммуникации и ИТ","Обслуживание оборудования связи","100","По запросу"
"1427","ff352d8f000769039edd79fc9ddd5559",,"GA1.2.413952775.1612871115","2021-02-09 14:47:29","Ivano-Frankivsk","Выездное обслуживание оборудования","Спецтехника","10","9500"
"1428","ff352d8f000769039edd79fc9ddd5559",,"GA1.2.413952775.1612871115","2021-02-09 14:47:55","Ivano-Frankivsk","Выездное обслуживание оборудования","Спецтехника","100","80200"
"1429","f94a69b9f996dd67493ff0325ddee276","1612871399339981671","GA1.2.256546912.1612871399","2021-02-09 14:50:47","Moscow","Мобильные сотрудники","Клининг","5","7000"
"1430","e81df1fcac8513a3a87c984efb7e561e","1612872550950569153","GA1.2.1767146001.1612872552","2021-02-09 15:13:47","Odintsovo","Выездное обслуживание оборудования","Технологическое оборудование","10","9500"
"1431","6245de87ae59b254936bc58a70182f8d","161287302749007091","GA1.2.1186279444.1612873028","2021-02-09 15:20:49","Moscow","Выездное обслуживание оборудования","Спецтехника","50","41200"
"1432","a0d4835a2efa8a08fc2b21321552478a","1612871034223281521","GA1.2.1734923699.1612871037","2021-02-09 16:01:29","Rostov-on-Don","Выездное обслуживание оборудования","Технологическое оборудование","10","9500"
"1433","a0d4835a2efa8a08fc2b21321552478a","1612871034223281521","GA1.2.1734923699.1612871037","2021-02-09 16:01:51","Rostov-on-Don","Выездное обслуживание оборудования","Технологическое оборудование","5","5000"
"1434","a0d4835a2efa8a08fc2b21321552478a","1612871034223281521","GA1.2.1734923699.1612871037","2021-02-09 16:01:54","Rostov-on-Don","Выездное обслуживание оборудования","Технологическое оборудование","20","17500"
"1435","a0d4835a2efa8a08fc2b21321552478a","1612871034223281521","GA1.2.1734923699.1612871037","2021-02-09 18:09:32","Rostov-on-Don","Выездное обслуживание оборудования","Обслуживание розничных сетей","10","9500"
"1436","dd545b1c77ebc6678418423e8e028943","1612884584768544537","GA1.2.2039403585.1612884587","2021-02-09 18:36:32","Moscow","Телекоммуникации и ИТ","Обслуживание оборудования связи","3","По запросу"
"1437","dd545b1c77ebc6678418423e8e028943","1612884584768544537","GA1.2.2039403585.1612884587","2021-02-09 18:36:40","Moscow","Телекоммуникации и ИТ","Другое","3","По запросу"
"1438","0cdcca0195e32ea91c6fa1273cd59218","1612888093576477731","GA1.2.400089030.1612888093","2021-02-09 19:28:46","Balashikha","Телекоммуникации и ИТ","Выездной ИТ-сервис","1","5000"
"1439","b194caafbb59c2aa4cc4a69c2712fafa","1612896155472353748","GA1.2.2059539739.1612896164","2021-02-09 21:44:45","Kirov","Управление недвижимостью, ЖКХ","Контроль работы строительных бригад","5","По запросу"
"1440","46558623e7a5995a7f0e1cce4ded2d04",,"GA1.2.1457763031.1612898128","2021-02-09 22:15:58","Orenburg","Мобильные сотрудники","Клининг","3","7000"
"1441","46558623e7a5995a7f0e1cce4ded2d04",,"GA1.2.1457763031.1612898128","2021-02-09 22:16:05","Orenburg","Мобильные сотрудники","Клининг","2","7000"
"1442","11fedf1bbffacd08d6b1ffcbb4152d92","1612903050392868461","GA1.2.1549947986.1612903050","2021-02-09 23:38:32","Almaty","Мобильные сотрудники","Выездной ремонт бытовой техники","10","9500"
"1443","11fedf1bbffacd08d6b1ffcbb4152d92","1612903050392868461","GA1.2.1549947986.1612903050","2021-02-09 23:42:46","Almaty","Мобильные сотрудники","Клининг","2","7000"
"1444","11fedf1bbffacd08d6b1ffcbb4152d92","1612903050392868461","GA1.2.1549947986.1612903050","2021-02-09 23:42:57","Almaty","Мобильные сотрудники","Выездной ремонт бытовой техники","2","5000"
"1445","11fedf1bbffacd08d6b1ffcbb4152d92","1612903050392868461","GA1.2.1549947986.1612903050","2021-02-09 23:43:15","Almaty","Мобильные сотрудники","Выездной ремонт бытовой техники","5","5000"
"1446","d301f3f07a50eb0cc879d628b2385e00","161291105772505413","GA1.2.1158016367.1612911057","2021-02-10 01:51:26","St Petersburg","Здравоохранение и медицина","Обслуживание медицинского оборудования","10","20000"
"1447","0362d93da37d9699b450f36f8799d88c","1612913996831317436","GA1.2.74839832.1612913996","2021-02-10 03:01:18","Kazan’","Мобильные сотрудники","Водители","4","3700"
"1448","5fec2c6fef68eefedac6ea3e1ce64e53","161291734265854596","GA1.2.1798471110.1612917334","2021-02-10 03:36:31","Yakutsk","Выездное обслуживание оборудования","Технологическое оборудование","1","5000"
"1449","ab78d30137c53d8d2159483196db2a34","1612927801633979973","GA1.2.1562239044.1612927801","2021-02-10 06:31:00","Nizhnevartovsk","Мобильные сотрудники","Выездной сервис IT","4","5000"
"1450","ab78d30137c53d8d2159483196db2a34","1612927801633979973","GA1.2.1562239044.1612927801","2021-02-10 06:31:23","Nizhnevartovsk","Мобильные сотрудники","Выездной сервис IT","5","5000"
"1451","ab78d30137c53d8d2159483196db2a34","1612927801633979973","GA1.2.1562239044.1612927801","2021-02-10 06:31:27","Nizhnevartovsk","Мобильные сотрудники","Выездной сервис IT","8","7700"
"1452","ab78d30137c53d8d2159483196db2a34","1612927801633979973","GA1.2.1562239044.1612927801","2021-02-10 06:31:41","Nizhnevartovsk","Мобильные сотрудники","Выездной сервис IT","7","6800"
"1453","ab78d30137c53d8d2159483196db2a34","1612927801633979973","GA1.2.1562239044.1612927801","2021-02-10 06:31:43","Nizhnevartovsk","Мобильные сотрудники","Выездной сервис IT","6","5900"
"1454","ab78d30137c53d8d2159483196db2a34","1612927801633979973","GA1.2.1562239044.1612927801","2021-02-10 06:31:47","Nizhnevartovsk","Мобильные сотрудники","Выездной сервис IT","5","5000"
"1455","acafe456c029531eeab6632494894020","1612934214483457503","GA1.2.1004260576.1612934214","2021-02-10 08:23:46","St Petersburg","Телекоммуникации и ИТ","Выездной ИТ-сервис","4","5000"
"1456","acafe456c029531eeab6632494894020","1612934214483457503","GA1.2.1004260576.1612934214","2021-02-10 08:24:11","St Petersburg","Выездное обслуживание оборудования","Оргтехника и ИТ-оборудование","4","5000"
"1457","acafe456c029531eeab6632494894020","1612934214483457503","GA1.2.1004260576.1612934214","2021-02-10 08:24:16","St Petersburg","Выездное обслуживание оборудования","Технологическое оборудование","4","5000"
"1458","acafe456c029531eeab6632494894020","1612934214483457503","GA1.2.1004260576.1612934214","2021-02-10 08:25:16","St Petersburg","Мобильные сотрудники","Выездной сервис IT","4","5000"
"1459","ba31abafd0460dd9878f44212b5834ed","1612941811302992369","GA1.2.402346169.1612941812","2021-02-10 10:24:14","Moscow","Выездное обслуживание оборудования","Технологическое оборудование","15","13500"
"1460","ba31abafd0460dd9878f44212b5834ed","1612941811302992369","GA1.2.402346169.1612941812","2021-02-10 10:24:43","Moscow","Выездное обслуживание оборудования","Технологическое оборудование","100","80200"
"1461","6286ce8d3a5489622bfb1f3d85ae142f",,,"2021-02-10 10:40:51","Maksatikha","Мобильные сотрудники","Выездной ремонт бытовой техники","10","9500"
"1462","699e4d2fbe067031e3f5660aa22517bb",,,"2021-02-10 10:54:51","Moscow","Телекоммуникации и ИТ","Обслуживание оборудования связи","50","По запросу"
"1463","699e4d2fbe067031e3f5660aa22517bb",,,"2021-02-10 11:02:56","Moscow","Мобильные сотрудники","Экспедиторы","50","18200"
"1464","23a5f7eef59485d822b4105da07a9def",,,"2021-02-10 11:05:28","Moscow","Промышленность, производство, ТЭК","Сервис оборудования предприятий","10","20000"
"1465","ba31abafd0460dd9878f44212b5834ed","1612941811302992369","GA1.2.402346169.1612941812","2021-02-10 11:05:37","Moscow","Промышленность, производство, ТЭК","Обслуживание промышленных объектов","50","98500"
"1466","ba31abafd0460dd9878f44212b5834ed","1612941811302992369","GA1.2.402346169.1612941812","2021-02-10 11:06:09","Moscow","Промышленность, производство, ТЭК","Обслуживание промышленных объектов","2","10000"
"1467","ba31abafd0460dd9878f44212b5834ed","1612941811302992369","GA1.2.402346169.1612941812","2021-02-10 11:06:15","Moscow","Промышленность, производство, ТЭК","Обслуживание промышленных объектов","5","10000"
"1468","ba31abafd0460dd9878f44212b5834ed","1612941811302992369","GA1.2.402346169.1612941812","2021-02-10 11:06:20","Moscow","Промышленность, производство, ТЭК","Обслуживание промышленных объектов","50","98500"
"1469","6400770989f4bda8f7541d68ca70c4cd","16129444381008378288","GA1.2.1147816243.1612944438","2021-02-10 11:08:45","Yekaterinburg","Управление недвижимостью, ЖКХ","Другое","1","По запросу"
"1470","117a5c3ee294233cafaea8cef73ba208","1612947322781243522","GA1.2.323853578.1612947323","2021-02-10 12:04:03","Yekaterinburg","Выездное обслуживание оборудования","Технологическое оборудование","1","5000"
"1471","117a5c3ee294233cafaea8cef73ba208","1612947322781243522","GA1.2.323853578.1612947323","2021-02-10 12:04:09","Yekaterinburg","Выездное обслуживание оборудования","Технологическое оборудование","5","5000"
"1472","d246da27520b328e21e4ce075a694630","1605687004454673814","GA1.2.564858941.1612947841","2021-02-10 12:06:55","Kyiv","Выездное обслуживание оборудования","Торговое оборудование","40","33300"
"1473","46a227185b0c870286081e76622b2777","1612950215105975149","GA1.2.1135973150.1612950218","2021-02-10 12:45:02","Saratov","Телекоммуникации и ИТ","Контроль выездных монтажников","20","17500"
"1474","7e1315c75db4a3f3033321306555c41d",,"GA1.2.1051217358.1612952719","2021-02-10 13:26:03","Yekaterinburg","Выездное обслуживание оборудования","Оргтехника и ИТ-оборудование","3","5000"
"1475","599a99eb4d14236901514ea49d524d22",,"GA1.2.1637460997.1612955104","2021-02-10 14:12:05","Minsk","Здравоохранение и медицина","Медицинские представители","16","6240"
"1476","dda6e393e00c5b292665f478db70860a","1612934214483457503","GA1.2.1004260576.1612934214","2021-02-10 15:03:46","St Petersburg","Выездное обслуживание оборудования","Технологическое оборудование","4","5000"
"1477","23a5f7eef59485d822b4105da07a9def",,,"2021-02-10 15:18:59","Moscow","Мобильные сотрудники","Выездной ремонт бытовой техники","30","25400"
"1478","df50b14ba63fb06eb8e6def36ff8dc41","1612959844670045287","GA1.2.1518655725.1612959844","2021-02-10 15:24:36","Moscow","Выездное обслуживание оборудования","Оргтехника и ИТ-оборудование","1","5000"
"1479","df50b14ba63fb06eb8e6def36ff8dc41","1612959844670045287","GA1.2.1518655725.1612959844","2021-02-10 15:24:49","Moscow","Мобильные сотрудники","Выездной сервис IT","1","5000"
"1480","df50b14ba63fb06eb8e6def36ff8dc41","1612959844670045287","GA1.2.1518655725.1612959844","2021-02-10 15:25:12","Moscow","Телекоммуникации и ИТ","Выездной ИТ-сервис","1","5000"
"1481","c4b2baf9bc4940725c4b936b343f470c","1611147698640908358","GA1.2.862124568.1611147698","2021-02-10 15:34:01","Stary Oskol","Управление недвижимостью, ЖКХ","ЖКХ сервис","5","20000"
"1482","4d423b15aaedd8dea0078bfc29e9799a","1612962810229578986",,"2021-02-10 16:17:40","Omsk","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","5","По запросу"
"1483","b798304be04b131f980b9dbc5e866bcd","158944565616738479","GA1.2.115278252.1589445656","2021-02-10 17:48:43","St Petersburg","Выездное обслуживание оборудования","Технологическое оборудование","5","5000"
"1484","77fc9f6f33b455c12ece7f64b619f2a2","1612969412302544876","GA1.2.256771198.1612969413","2021-02-10 18:07:49","Krasnodar","Мобильные сотрудники","Строительные бригады","3","По запросу"
"1485","eeb45364a183f5ed4c2564b515ef53fc","1612972860431922069","GA1.2.1861574166.1612972861","2021-02-10 19:02:25","Yekaterinburg","Мобильные сотрудники","Выездной сервис IT","1","5000"
"1486","eeb45364a183f5ed4c2564b515ef53fc","1612972860431922069","GA1.2.1861574166.1612972861","2021-02-10 19:05:07","Yekaterinburg","Управление самозанятыми, ИП и подрядчиками","Агрегатор сервисных услуг B2B","1","По запросу"
"1487","eeb45364a183f5ed4c2564b515ef53fc","1612972860431922069","GA1.2.1861574166.1612972861","2021-02-10 19:05:10","Yekaterinburg","Управление самозанятыми, ИП и подрядчиками","Управление ИП и самозанятыми","1","По запросу"
"1488","eeb45364a183f5ed4c2564b515ef53fc","1612972860431922069","GA1.2.1861574166.1612972861","2021-02-10 19:05:14","Yekaterinburg","Здравоохранение и медицина","Обслуживание медицинского оборудования","1","10000"
"1489","eeb45364a183f5ed4c2564b515ef53fc","1612972860431922069","GA1.2.1861574166.1612972861","2021-02-10 19:05:20","Yekaterinburg","Управление недвижимостью, ЖКХ","Обслуживание и ремонт БЦ/ТЦ ","1","20000"
"1490","24f76c415d363bd351df174e35d7f0ec","1612975703647969649","GA1.2.1124826250.1612975703","2021-02-10 19:54:30","Moscow","Выездное обслуживание оборудования","Кондиционирование и вентиляция","5","5000"
"1491","24f76c415d363bd351df174e35d7f0ec","1612975703647969649","GA1.2.1124826250.1612975703","2021-02-10 20:08:27","Moscow","Мобильные сотрудники","Клининг","5","7000"
"1492","24f76c415d363bd351df174e35d7f0ec","1612975703647969649","GA1.2.1124826250.1612975703","2021-02-10 20:08:37","Moscow","Мобильные сотрудники","Клининг","8","7000"
"1493","24f76c415d363bd351df174e35d7f0ec","1612975703647969649","GA1.2.1124826250.1612975703","2021-02-10 20:08:50","Moscow","Мобильные сотрудники","Водители","8","3700"
"1494","24f76c415d363bd351df174e35d7f0ec","1612975703647969649","GA1.2.1124826250.1612975703","2021-02-10 20:09:25","Moscow","Здравоохранение и медицина","Обслуживание медицинских учреждений","8","16000"
"1495","24f76c415d363bd351df174e35d7f0ec","1612975703647969649","GA1.2.1124826250.1612975703","2021-02-10 20:09:34","Moscow","Здравоохранение и медицина","Обслуживание медицинских учреждений","6","12000"
"1496","24f76c415d363bd351df174e35d7f0ec","1612975703647969649","GA1.2.1124826250.1612975703","2021-02-10 20:09:50","Moscow","Мобильные сотрудники","Водители","6","3700"
"1497","1cc15c6513b8f721c02d48420332b0a9","1612981158459537477","GA1.2.1389035296.1612981160","2021-02-10 21:20:15","St Petersburg","Мобильные сотрудники","Мультисервисные услуги","5","По запросу"
"1498","1cc15c6513b8f721c02d48420332b0a9","1612981158459537477","GA1.2.1389035296.1612981160","2021-02-10 21:21:49","St Petersburg","Мобильные сотрудники","Мультисервисные услуги","5","По запросу"
"1499","1cc15c6513b8f721c02d48420332b0a9","1612981158459537477","GA1.2.1389035296.1612981160","2021-02-10 21:21:51","St Petersburg","Мобильные сотрудники","Клининг","5","7000"
"1500","0963036b30bd13db81ab781fe8c450fa","1612945498614918460","GA1.2.1570265223.1612945501","2021-02-10 21:35:34","Amsterdam","Управление самозанятыми, ИП и подрядчиками","Управление подрядчиками","4","По запросу"
"1501","0963036b30bd13db81ab781fe8c450fa","1612945498614918460","GA1.2.1570265223.1612945501","2021-02-10 21:35:40","Amsterdam","Управление самозанятыми, ИП и подрядчиками","Управление подрядчиками","1","По запросу"
"1502","0963036b30bd13db81ab781fe8c450fa","1612945498614918460","GA1.2.1570265223.1612945501","2021-02-10 21:35:52","Amsterdam","Промышленность, производство, ТЭК","Обслуживание промышленных объектов","1","10000"
"1503","eb9043e547545e82cd85464980bd9317",,,"2021-02-11 01:56:03","Moscow","Выездное обслуживание оборудования","Оргтехника и ИТ-оборудование","10","9500"
"1504","6b6429e51f852a57e62d1422765c1832","1613013978274935635","GA1.2.941296759.1613013980","2021-02-11 06:27:30","Kamlak","Промышленность, производство, ТЭК","Сервис оборудования предприятий","15","30000"
"1505","6b6429e51f852a57e62d1422765c1832","1613013978274935635","GA1.2.941296759.1613013980","2021-02-11 06:27:33","Kamlak","Промышленность, производство, ТЭК","Обслуживание АЗС","15","13500"
"1506","9d47ac68dc9d22110049c65fe6573505","1612950215105975149","GA1.2.1135973150.1612950218","2021-02-11 07:09:40","Saratov","Мобильные сотрудники","Мерчендайзеры","10","3900"
"1507","839c357e27e5cb33ae359eecdb2fe8ca","1611822270185285613","GA1.2.529196399.1611821851","2021-02-11 07:13:56","Krasnoyarsk","Выездное обслуживание оборудования","Технологическое оборудование","3","5000"
"1508","839c357e27e5cb33ae359eecdb2fe8ca","1611822270185285613","GA1.2.529196399.1611821851","2021-02-11 07:13:57","Krasnoyarsk","Выездное обслуживание оборудования","Технологическое оборудование","4","5000"
"1509","839c357e27e5cb33ae359eecdb2fe8ca","1611822270185285613","GA1.2.529196399.1611821851","2021-02-11 07:14:00","Krasnoyarsk","Выездное обслуживание оборудования","Технологическое оборудование","10","9500"
"1510","839c357e27e5cb33ae359eecdb2fe8ca","1611822270185285613","GA1.2.529196399.1611821851","2021-02-11 07:14:04","Krasnoyarsk","Выездное обслуживание оборудования","Технологическое оборудование","1","5000"
"1511","2e3268ff8bceb539adc7c21dfc813425","1606899441281211734","GA1.2.1884030515.1612429601","2021-02-11 08:44:47","Vysokovsk","Мобильные сотрудники","Клининг","4","7000"
"1512","1f631beee52640f8a80e7e1a0595a294","1613025848611474345","GA1.2.1244803964.1613025849","2021-02-11 09:45:07","Cherepovets","Телекоммуникации и ИТ","Выездной ИТ-сервис","20","17500"
"1513","7055720f6d6ebdba571629f9dbdd31ad",,"GA1.2.1950940701.1613028374","2021-02-11 10:27:23","Almaty","Выездное обслуживание оборудования","Оргтехника и ИТ-оборудование","2","5000"
"1514","1cd753be9213742314f10f1d3825e676",,,"2021-02-11 11:01:32","Kstovo","Телекоммуникации и ИТ","Контроль выездных монтажников","3","5000"
"1515","1cd753be9213742314f10f1d3825e676",,,"2021-02-11 11:01:36","Kstovo","Телекоммуникации и ИТ","Обслуживание оборудования связи","3","По запросу"
"1516","1cd753be9213742314f10f1d3825e676",,,"2021-02-11 11:01:39","Kstovo","Телекоммуникации и ИТ","Выездной ИТ-сервис","3","5000"
"1517","cfc83e4944ecc508e2f6c099982e71d0","1613031584909902221","GA1.2.2127122901.1613031585","2021-02-11 11:21:18","Moscow","Управление недвижимостью, ЖКХ","ЖКХ сервис","2","20000"
"1518","cfc83e4944ecc508e2f6c099982e71d0","1613031584909902221","GA1.2.2127122901.1613031585","2021-02-11 11:23:45","Moscow","Управление недвижимостью, ЖКХ","ЖКХ сервис","1","20000"
